"name" "continent"	"date"	"isUpdated"	"confirmAdd"	"confirmAddCut"	"confirm"	"suspect"	"dead"	"heal"	"nowConfirm"	"confirmCompare"	"nowConfirmCompare"	"healCompare"	"deadCompare"
"英国"	"欧洲"	"12.16"	"False"	"18539"	"0"	"1893428"	"0"	"65006"	"4093"	"1824329"	"18539"	"17992"	"41"	"506"
"意大利"	"欧洲"	"12.16"	"False"	"14839"	"0"	"1870576"	"0"	"65857"	"1141406"	"663313"	"14839"	"-11796"	"25789"	"846"
"西班牙"	"欧洲"	"12.16"	"True"	"9452"	"0"	"1771488"	"0"	"48401"	"196958"	"1526129"	"9452"	"9064"	"0"	"388"
"阿根廷"	"南美洲"	"12.16"	"False"	"0"	"0"	"1503222"	"0"	"41041"	"1340120"	"122061"	"0"	"0"	"0"	"0"
"哥伦比亚"	"南美洲"	"12.16"	"False"	"10130"	"0"	"1444646"	"0"	"39356"	"1328430"	"76860"	"10130"	"3008"	"6961"	"161"
"德国"	"欧洲"	"12.16"	"False"	"11562"	"0"	"1378518"	"0"	"23100"	"1013358"	"342060"	"11562"	"11068"	"372"	"122"
"墨西哥"	"北美洲"	"12.16"	"False"	"0"	"0"	"1255974"	"0"	"114298"	"927754"	"213922"	"0"	"0"	"0"	"0"
"波兰"	"欧洲"	"12.16"	"False"	"0"	"0"	"1147446"	"0"	"23309"	"879748"	"244389"	"0"	"0"	"0"	"0"
"伊朗"	"亚洲"	"12.16"	"False"	"0"	"0"	"1123474"	"0"	"52670"	"833276"	"237528"	"0"	"0"	"0"	"0"
"秘鲁"	"南美洲"	"12.16"	"False"	"0"	"0"	"986130"	"0"	"36754"	"920306"	"29070"	"0"	"0"	"0"	"0"
"乌克兰"	"欧洲"	"12.16"	"False"	"0"	"0"	"934161"	"0"	"16038"	"542672"	"375451"	"0"	"0"	"0"	"0"
"南非"	"非洲"	"12.16"	"False"	"7552"	"0"	"873679"	"0"	"23661"	"764977"	"85041"	"7552"	"5111"	"2231"	"210"
"荷兰"	"欧洲"	"12.16"	"False"	"61"	"0"	"638779"	"0"	"10254"	"8064"	"620461"	"61"	"-59"	"120"	"0"
"印度尼西亚"	"亚洲"	"12.16"	"False"	"0"	"0"	"629429"	"0"	"19111"	"516656"	"93662"	"0"	"0"	"0"	"0"
"比利时"	"欧洲"	"12.16"	"False"	"0"	"0"	"609211"	"0"	"18054"	"33687"	"557470"	"0"	"0"	"0"	"0"
"捷克"	"欧洲"	"12.16"	"False"	"0"	"0"	"586251"	"0"	"9743"	"511798"	"64710"	"0"	"0"	"0"	"0"
"伊拉克"	"亚洲"	"12.16"	"False"	"0"	"0"	"577363"	"0"	"12614"	"511639"	"53110"	"0"	"0"	"0"	"0"
"智利"	"南美洲"	"12.16"	"False"	"0"	"0"	"575329"	"0"	"15949"	"548190"	"11190"	"0"	"0"	"0"	"0"
"罗马尼亚"	"欧洲"	"12.16"	"False"	"0"	"0"	"565758"	"0"	"13698"	"465050"	"87010"	"0"	"0"	"0"	"0"
"孟加拉"	"亚洲"	"12.16"	"False"	"0"	"0"	"494209"	"0"	"7129"	"426729"	"60351"	"0"	"0"	"0"	"0"
"加拿大"	"北美洲"	"12.16"	"False"	"5588"	"0"	"478544"	"0"	"13664"	"389227"	"75653"	"5588"	"1790"	"3716"	"82"
"菲律宾"	"亚洲"	"12.16"	"False"	"0"	"0"	"451839"	"0"	"8812"	"418867"	"24160"	"0"	"0"	"0"	"0"
"巴基斯坦"	"亚洲"	"12.16"	"False"	"0"	"0"	"443246"	"0"	"8905"	"386333"	"48008"	"0"	"0"	"0"	"0"
"摩洛哥"	"非洲"	"12.16"	"False"	"2793"	"0"	"403619"	"0"	"6711"	"362911"	"33997"	"2793"	"-1105"	"3846"	"52"
"瑞士"	"欧洲"	"12.16"	"False"	"0"	"0"	"388828"	"0"	"6266"	"311500"	"71062"	"0"	"-81"	"0"	"81"
"以色列"	"亚洲"	"12.16"	"False"	"0"	"0"	"360630"	"0"	"3014"	"338784"	"18832"	"0"	"0"	"0"	"0"
"沙特阿拉伯"	"亚洲"	"12.16"	"False"	"142"	"0"	"360155"	"0"	"6069"	"350993"	"3093"	"142"	"-69"	"201"	"10"
"葡萄牙"	"欧洲"	"12.16"	"False"	"0"	"0"	"353576"	"0"	"5733"	"280038"	"67805"	"0"	"0"	"0"	"0"
"瑞典"	"欧洲"	"12.16"	"False"	"0"	"0"	"341029"	"0"	"7667"	"4917"	"328445"	"0"	"0"	"0"	"0"
"奥地利"	"欧洲"	"12.16"	"False"	"0"	"0"	"327679"	"0"	"4648"	"287750"	"35281"	"0"	"0"	"0"	"0"
"匈牙利"	"欧洲"	"12.16"	"False"	"0"	"0"	"285763"	"0"	"7237"	"83115"	"195411"	"0"	"0"	"0"	"0"
"塞尔维亚"	"欧洲"	"12.16"	"False"	"0"	"0"	"277248"	"0"	"2433"	"15913"	"258902"	"0"	"0"	"0"	"0"
"约旦"	"亚洲"	"12.16"	"False"	"0"	"0"	"265024"	"0"	"3437"	"226245"	"35342"	"0"	"0"	"0"	"0"
"尼泊尔"	"亚洲"	"12.16"	"False"	"0"	"0"	"250180"	"0"	"1730"	"238569"	"9881"	"0"	"0"	"0"	"0"
"厄瓜多尔"	"南美洲"	"12.16"	"False"	"176"	"0"	"202356"	"0"	"13896"	"177951"	"10509"	"176"	"155"	"0"	"21"
"格鲁吉亚"	"亚洲"	"12.16"	"False"	"0"	"0"	"194900"	"0"	"1883"	"164786"	"28231"	"0"	"0"	"0"	"0"
"巴拿马"	"北美洲"	"12.16"	"False"	"0"	"0"	"194619"	"0"	"3382"	"163334"	"27903"	"0"	"0"	"0"	"0"
"阿联酋"	"亚洲"	"12.16"	"False"	"0"	"0"	"187267"	"0"	"622"	"165023"	"21622"	"0"	"0"	"0"	"0"
"哈萨克斯坦"	"亚洲"	"12.16"	"False"	"0"	"0"	"186960"	"0"	"2613"	"158705"	"25642"	"0"	"0"	"0"	"0"
"日本本土"	"亚洲"	"12.16"	"False"	"0"	"0"	"184711"	"0"	"2581"	"153363"	"28767"	"0"	"0"	"0"	"0"
"保加利亚"	"欧洲"	"12.16"	"False"	"2743"	"0"	"184287"	"0"	"6005"	"87935"	"90347"	"2743"	"219"	"2357"	"167"
"阿塞拜疆"	"亚洲"	"12.16"	"False"	"0"	"0"	"183259"	"0"	"2007"	"119005"	"62247"	"0"	"0"	"0"	"0"
"克罗地亚"	"欧洲"	"12.16"	"False"	"0"	"0"	"179718"	"0"	"2778"	"155079"	"21861"	"0"	"0"	"0"	"0"
"白俄罗斯"	"欧洲"	"12.16"	"False"	"0"	"0"	"164059"	"0"	"1282"	"141443"	"21334"	"0"	"0"	"0"	"0"
"多米尼加"	"北美洲"	"12.16"	"False"	"613"	"0"	"155797"	"0"	"2367"	"121323"	"32107"	"613"	"294"	"316"	"3"
"哥斯达黎加"	"北美洲"	"12.16"	"False"	"927"	"0"	"154096"	"0"	"1956"	"121031"	"31109"	"927"	"-1613"	"2520"	"20"
"亚美尼亚"	"亚洲"	"12.16"	"False"	"0"	"0"	"149120"	"0"	"2529"	"127452"	"19139"	"0"	"0"	"0"	"0"
"黎巴嫩"	"亚洲"	"12.16"	"False"	"1264"	"0"	"148877"	"0"	"1223"	"104207"	"43447"	"1264"	"101"	"1150"	"13"
"玻利维亚"	"南美洲"	"12.16"	"False"	"0"	"0"	"147345"	"0"	"9024"	"126439"	"11882"	"0"	"0"	"0"	"0"
"科威特"	"亚洲"	"12.16"	"False"	"0"	"0"	"146710"	"0"	"913"	"142599"	"3198"	"0"	"0"	"0"	"0"
"卡塔尔"	"亚洲"	"12.16"	"False"	"0"	"0"	"141272"	"0"	"241"	"138919"	"2112"	"0"	"0"	"0"	"0"
"斯洛伐克"	"欧洲"	"12.16"	"False"	"0"	"0"	"135523"	"0"	"1251"	"100303"	"33969"	"0"	"0"	"0"	"0"
"危地马拉"	"北美洲"	"12.16"	"False"	"0"	"0"	"130082"	"0"	"4476"	"118793"	"6813"	"0"	"0"	"0"	"0"
"摩尔多瓦"	"欧洲"	"12.16"	"False"	"1403"	"0"	"128656"	"0"	"2625"	"111314"	"14717"	"1403"	"241"	"1135"	"27"
"阿曼"	"亚洲"	"12.16"	"False"	"0"	"0"	"126719"	"0"	"1475"	"118505"	"6739"	"0"	"0"	"0"	"0"
"希腊"	"欧洲"	"12.16"	"False"	"1199"	"0"	"126372"	"0"	"3785"	"23074"	"99513"	"1199"	"1101"	"0"	"98"
"埃及"	"非洲"	"12.16"	"False"	"523"	"0"	"122609"	"0"	"6966"	"105450"	"10193"	"523"	"182"	"318"	"23"
"埃塞俄比亚"	"非洲"	"12.16"	"False"	"300"	"0"	"117542"	"0"	"1813"	"96307"	"19422"	"300"	"-786"	"1082"	"4"
"丹麦"	"欧洲"	"12.16"	"False"	"2"	"0"	"116636"	"0"	"961"	"82623"	"33052"	"2"	"2"	"0"	"0"
"洪都拉斯"	"北美洲"	"12.16"	"False"	"0"	"0"	"114642"	"0"	"2989"	"51688"	"59965"	"0"	"0"	"0"	"0"
"巴勒斯坦"	"亚洲"	"12.16"	"False"	"0"	"0"	"113409"	"0"	"1023"	"88967"	"23419"	"0"	"0"	"0"	"0"
"突尼斯"	"非洲"	"12.16"	"False"	"1483"	"0"	"113241"	"0"	"3956"	"86801"	"22484"	"1483"	"523"	"919"	"41"
"缅甸"	"亚洲"	"12.16"	"False"	"0"	"0"	"110667"	"0"	"2319"	"89418"	"18930"	"0"	"0"	"0"	"0"
"委内瑞拉"	"南美洲"	"12.16"	"False"	"0"	"0"	"108125"	"0"	"960"	"103037"	"4128"	"0"	"0"	"0"	"0"
"波黑"	"欧洲"	"12.16"	"False"	"0"	"0"	"102330"	"0"	"3457"	"67649"	"31224"	"0"	"0"	"0"	"0"
"斯洛文尼亚"	"欧洲"	"12.16"	"False"	"0"	"0"	"98281"	"0"	"2149"	"75017"	"21115"	"0"	"0"	"0"	"0"
"立陶宛"	"欧洲"	"12.16"	"False"	"0"	"0"	"96452"	"0"	"863"	"41665"	"53924"	"0"	"0"	"0"	"0"
"巴拉圭"	"南美洲"	"12.16"	"False"	"1130"	"0"	"95353"	"0"	"1991"	"67953"	"25409"	"1130"	"399"	"711"	"20"
"阿尔及利亚"	"非洲"	"12.16"	"False"	"468"	"0"	"93065"	"0"	"2623"	"61307"	"29135"	"468"	"35"	"419"	"14"
"肯尼亚"	"非洲"	"12.16"	"False"	"0"	"0"	"92459"	"0"	"1604"	"73979"	"16876"	"0"	"0"	"0"	"0"
"利比亚"	"非洲"	"12.16"	"False"	"0"	"0"	"92017"	"0"	"1319"	"62144"	"28554"	"0"	"0"	"0"	"0"
"巴林"	"亚洲"	"12.16"	"False"	"176"	"0"	"89444"	"0"	"348"	"87490"	"1606"	"176"	"18"	"158"	"0"
"马来西亚"	"亚洲"	"12.16"	"False"	"0"	"0"	"86618"	"0"	"422"	"71681"	"14515"	"0"	"0"	"0"	"0"
"吉尔吉斯斯坦"	"亚洲"	"12.16"	"False"	"0"	"0"	"77910"	"0"	"1316"	"70867"	"5727"	"0"	"0"	"0"	"0"
"爱尔兰"	"欧洲"	"12.16"	"False"	"327"	"0"	"76776"	"0"	"2134"	"23364"	"51278"	"327"	"319"	"0"	"8"
"乌兹别克斯坦"	"亚洲"	"12.16"	"False"	"0"	"0"	"75241"	"0"	"612"	"72522"	"2107"	"0"	"0"	"0"	"0"
"北马其顿"	"欧洲"	"12.16"	"False"	"881"	"0"	"74732"	"0"	"2169"	"50852"	"21711"	"881"	"53"	"806"	"22"
"尼日利亚"	"非洲"	"12.16"	"False"	"758"	"0"	"74132"	"0"	"1200"	"66494"	"6438"	"758"	"575"	"180"	"3"
"新加坡"	"亚洲"	"12.16"	"False"	"0"	"0"	"58341"	"0"	"29"	"58233"	"79"	"0"	"0"	"0"	"0"
"加纳"	"非洲"	"12.16"	"False"	"0"	"0"	"53270"	"0"	"327"	"51965"	"978"	"0"	"0"	"0"	"0"
"阿尔巴尼亚"	"欧洲"	"12.16"	"False"	"809"	"0"	"50000"	"0"	"1028"	"25876"	"23096"	"809"	"-259"	"1056"	"12"
"阿富汗"	"亚洲"	"12.16"	"False"	"0"	"0"	"48952"	"0"	"1995"	"38336"	"8621"	"0"	"0"	"0"	"0"
"韩国"	"亚洲"	"12.16"	"False"	"0"	"0"	"44364"	"0"	"600"	"32559"	"11205"	"0"	"0"	"0"	"0"
"黑山"	"欧洲"	"12.16"	"False"	"345"	"0"	"42148"	"0"	"597"	"32097"	"9454"	"345"	"-626"	"959"	"12"
"萨尔瓦多"	"北美洲"	"12.16"	"False"	"0"	"0"	"42132"	"0"	"1212"	"38260"	"2660"	"0"	"0"	"0"	"0"
"卢森堡"	"欧洲"	"12.16"	"False"	"0"	"0"	"41900"	"0"	"410"	"33367"	"8123"	"0"	"0"	"0"	"0"
"挪威"	"欧洲"	"12.16"	"False"	"0"	"0"	"41619"	"0"	"395"	"17998"	"23226"	"0"	"0"	"0"	"0"
"斯里兰卡"	"亚洲"	"12.16"	"False"	"223"	"0"	"34121"	"0"	"154"	"24867"	"9100"	"223"	"223"	"0"	"0"
"芬兰"	"欧洲"	"12.16"	"False"	"0"	"0"	"31459"	"0"	"466"	"20000"	"10993"	"0"	"0"	"0"	"0"
"乌干达"	"非洲"	"12.16"	"False"	"402"	"0"	"28168"	"0"	"225"	"10005"	"17938"	"402"	"317"	"84"	"1"
"澳大利亚"	"大洋洲"	"12.16"	"False"	"1"	"0"	"28049"	"0"	"908"	"25689"	"1452"	"1"	"1"	"0"	"0"
"拉脱维亚"	"欧洲"	"12.16"	"False"	"0"	"0"	"26472"	"0"	"357"	"17477"	"8638"	"0"	"0"	"0"	"0"
"喀麦隆"	"非洲"	"12.16"	"False"	"145"	"0"	"25359"	"0"	"445"	"23851"	"1063"	"145"	"143"	"0"	"2"
"科特迪瓦"	"非洲"	"12.16"	"False"	"70"	"0"	"21775"	"0"	"133"	"21335"	"307"	"70"	"53"	"17"	"0"
"苏丹"	"非洲"	"12.16"	"False"	"0"	"0"	"21591"	"0"	"1355"	"12452"	"7784"	"0"	"0"	"0"	"0"
"爱沙尼亚"	"欧洲"	"12.16"	"False"	"0"	"0"	"18682"	"0"	"157"	"11669"	"6856"	"0"	"0"	"0"	"0"
"赞比亚"	"非洲"	"12.16"	"False"	"106"	"0"	"18428"	"0"	"368"	"17487"	"573"	"106"	"27"	"78"	"1"
"马达加斯加"	"非洲"	"12.16"	"False"	"0"	"0"	"17587"	"0"	"259"	"16992"	"336"	"0"	"0"	"0"	"0"
"塞内加尔"	"非洲"	"12.16"	"False"	"0"	"0"	"17216"	"0"	"350"	"16243"	"623"	"0"	"0"	"0"	"0"
"莫桑比克"	"非洲"	"12.16"	"False"	"40"	"0"	"17042"	"0"	"144"	"15117"	"1781"	"40"	"-72"	"111"	"1"
"纳米比亚"	"非洲"	"12.16"	"False"	"187"	"0"	"16913"	"0"	"164"	"14981"	"1768"	"187"	"42"	"144"	"1"
"安哥拉"	"非洲"	"12.16"	"False"	"85"	"0"	"16362"	"0"	"372"	"8990"	"7000"	"85"	"19"	"66"	"0"
"塞浦路斯"	"亚洲"	"12.16"	"False"	"339"	"0"	"15789"	"0"	"84"	"2057"	"13648"	"339"	"337"	"0"	"2"
"刚果（金）"	"非洲"	"12.16"	"False"	"0"	"0"	"14597"	"0"	"358"	"12773"	"1466"	"0"	"0"	"0"	"0"
"几内亚"	"非洲"	"12.16"	"False"	"0"	"0"	"13457"	"0"	"80"	"12713"	"664"	"0"	"0"	"0"	"0"
"马尔代夫"	"亚洲"	"12.16"	"False"	"13"	"0"	"13392"	"0"	"48"	"12760"	"584"	"13"	"-16"	"29"	"0"
"博茨瓦纳"	"非洲"	"12.16"	"False"	"0"	"0"	"12873"	"0"	"38"	"10456"	"2379"	"0"	"0"	"0"	"0"
"塔吉克斯坦"	"亚洲"	"12.16"	"False"	"0"	"0"	"12777"	"0"	"88"	"12212"	"477"	"0"	"0"	"0"	"0"
"牙买加"	"北美洲"	"12.16"	"False"	"0"	"0"	"11875"	"0"	"276"	"8212"	"3387"	"0"	"0"	"0"	"0"
"津巴布韦"	"非洲"	"12.16"	"False"	"164"	"0"	"11522"	"0"	"310"	"9599"	"1613"	"164"	"118"	"45"	"1"
"毛里塔尼亚"	"非洲"	"12.16"	"False"	"296"	"0"	"11431"	"0"	"236"	"8248"	"2947"	"296"	"158"	"130"	"8"
"佛得角"	"非洲"	"12.16"	"False"	"34"	"0"	"11395"	"0"	"110"	"11055"	"230"	"34"	"15"	"19"	"0"
"马耳他"	"欧洲"	"12.16"	"False"	"0"	"0"	"11303"	"0"	"177"	"9420"	"1706"	"0"	"0"	"0"	"0"
"乌拉圭"	"南美洲"	"12.16"	"False"	"389"	"0"	"10418"	"0"	"98"	"6895"	"3425"	"389"	"84"	"302"	"3"
"海地"	"北美洲"	"12.16"	"False"	"9"	"0"	"9597"	"0"	"234"	"8280"	"1083"	"9"	"9"	"0"	"0"
"古巴"	"北美洲"	"12.16"	"False"	"96"	"0"	"9588"	"0"	"137"	"8592"	"859"	"96"	"-12"	"108"	"0"
"叙利亚"	"亚洲"	"12.16"	"False"	"150"	"0"	"9452"	"0"	"543"	"4494"	"4415"	"150"	"75"	"62"	"13"
"伯利兹"	"北美洲"	"12.16"	"False"	"0"	"0"	"9377"	"0"	"197"	"4414"	"4766"	"0"	"0"	"0"	"0"
"加蓬"	"非洲"	"12.16"	"False"	"0"	"0"	"9351"	"0"	"63"	"9204"	"84"	"0"	"0"	"0"	"0"
"巴哈马"	"北美洲"	"12.16"	"False"	"0"	"0"	"7698"	"0"	"164"	"6081"	"1453"	"0"	"0"	"0"	"0"
"安道尔"	"欧洲"	"12.16"	"False"	"0"	"0"	"7382"	"0"	"79"	"6706"	"597"	"0"	"0"	"0"	"0"
"斯威士兰"	"非洲"	"12.16"	"False"	"87"	"0"	"6912"	"0"	"132"	"6476"	"304"	"87"	"25"	"60"	"2"
"特立尼达和多巴哥"	""	"12.16"	"False"	"15"	"0"	"6900"	"0"	"123"	"6204"	"573"	"15"	"-9"	"24"	"0"
"卢旺达"	"非洲"	"12.16"	"False"	"85"	"0"	"6832"	"0"	"57"	"6036"	"739"	"85"	"44"	"40"	"1"
"刚果（布）"	"非洲"	"12.16"	"False"	"0"	"0"	"6200"	"0"	"100"	"4988"	"1112"	"0"	"0"	"0"	"0"
"马拉维"	"非洲"	"12.16"	"False"	"10"	"0"	"6080"	"0"	"187"	"5659"	"234"	"10"	"-158"	"168"	"0"
"圭亚那"	"南美洲"	"12.16"	"False"	"30"	"0"	"5973"	"0"	"156"	"5144"	"673"	"30"	"-37"	"67"	"0"
"尼加拉瓜"	"北美洲"	"12.16"	"False"	"0"	"0"	"5887"	"0"	"162"	"4225"	"1500"	"0"	"0"	"0"	"0"
"马里"	"非洲"	"12.16"	"False"	"42"	"0"	"5878"	"0"	"205"	"3697"	"1976"	"42"	"-29"	"67"	"4"
"吉布提"	"非洲"	"12.16"	"False"	"0"	"0"	"5749"	"0"	"61"	"5628"	"60"	"0"	"0"	"0"	"0"
"冰岛"	"欧洲"	"12.16"	"False"	"0"	"0"	"5571"	"0"	"28"	"5401"	"142"	"0"	"0"	"0"	"0"
"苏里南"	"南美洲"	"12.16"	"False"	"22"	"0"	"5381"	"0"	"117"	"5231"	"33"	"22"	"18"	"4"	"0"
"赤道几内亚"	"非洲"	"12.16"	"False"	"0"	"0"	"5195"	"0"	"85"	"5061"	"49"	"0"	"0"	"0"	"0"
"中非共和国"	"非洲"	"12.16"	"False"	"0"	"0"	"4936"	"0"	"63"	"1924"	"2949"	"0"	"0"	"0"	"0"
"索马里"	"非洲"	"12.16"	"False"	"0"	"0"	"4579"	"0"	"121"	"3529"	"929"	"0"	"0"	"0"	"0"
"布基纳法索"	"非洲"	"12.16"	"False"	"91"	"0"	"4300"	"0"	"73"	"2940"	"1287"	"91"	"89"	"0"	"2"
"泰国"	"亚洲"	"12.16"	"False"	"0"	"0"	"4246"	"0"	"60"	"3949"	"237"	"0"	"0"	"0"	"0"
"冈比亚"	"非洲"	"12.16"	"False"	"0"	"0"	"3782"	"0"	"123"	"3647"	"12"	"0"	"0"	"0"	"0"
"多哥"	"非洲"	"12.16"	"False"	"29"	"0"	"3295"	"0"	"66"	"2821"	"408"	"29"	"-3"	"32"	"0"
"贝宁"	"非洲"	"12.16"	"False"	"0"	"0"	"3090"	"0"	"44"	"2972"	"74"	"0"	"0"	"0"	"0"
"塞拉利昂"	"非洲"	"12.16"	"False"	"6"	"0"	"2451"	"0"	"75"	"1853"	"523"	"6"	"4"	"2"	"0"
"几内亚比绍"	"非洲"	"12.16"	"False"	"3"	"0"	"2447"	"0"	"44"	"2378"	"25"	"3"	"-38"	"41"	"0"
"尼日尔"	"非洲"	"12.16"	"False"	"39"	"0"	"2361"	"0"	"82"	"1329"	"950"	"39"	"4"	"35"	"0"
"莱索托"	"非洲"	"12.16"	"False"	"30"	"0"	"2307"	"0"	"44"	"1398"	"865"	"30"	"-28"	"58"	"0"
"新西兰"	"大洋洲"	"12.16"	"False"	"0"	"0"	"2096"	"0"	"25"	"2015"	"56"	"0"	"0"	"0"	"0"
"也门"	"亚洲"	"12.16"	"False"	"1"	"0"	"2085"	"0"	"606"	"1384"	"95"	"1"	"1"	"0"	"0"
"圣马力诺"	"欧洲"	"12.16"	"False"	"0"	"0"	"1982"	"0"	"52"	"1685"	"245"	"0"	"0"	"0"	"0"
"乍得"	"非洲"	"12.16"	"False"	"13"	"0"	"1784"	"0"	"102"	"1611"	"71"	"13"	"10"	"3"	"0"
"利比里亚"	"非洲"	"12.16"	"False"	"0"	"0"	"1676"	"0"	"83"	"1358"	"235"	"0"	"0"	"0"	"0"
"列支敦士登公国"	"欧洲"	"12.16"	"False"	"0"	"0"	"1579"	"0"	"21"	"1366"	"192"	"0"	"0"	"0"	"0"
"越南"	"亚洲"	"12.16"	"False"	"0"	"0"	"1405"	"0"	"35"	"1252"	"118"	"0"	"0"	"0"	"0"
"蒙古"	"亚洲"	"12.16"	"False"	"0"	"0"	"917"	"0"	"0"	"384"	"533"	"0"	"0"	"0"	"0"
"布隆迪"	"非洲"	"12.16"	"False"	"6"	"0"	"735"	"0"	"1"	"640"	"94"	"6"	"6"	"0"	"0"
"巴布亚新几内亚"	"大洋洲"	"12.16"	"False"	"0"	"0"	"725"	"0"	"8"	"601"	"116"	"0"	"0"	"0"	"0"
"钻石号邮轮"	"其他"	"12.16"	"False"	"0"	"0"	"712"	"0"	"13"	"699"	"0"	"0"	"0"	"0"	"0"
"厄立特里亚"	"非洲"	"12.16"	"False"	"0"	"0"	"711"	"0"	"0"	"564"	"147"	"0"	"0"	"0"	"0"
"摩纳哥"	"欧洲"	"12.16"	"False"	"7"	"0"	"678"	"0"	"3"	"609"	"66"	"7"	"3"	"4"	"0"
"科摩罗"	"非洲"	"12.16"	"False"	"0"	"0"	"628"	"0"	"7"	"606"	"15"	"0"	"0"	"0"	"0"
"毛里求斯"	"非洲"	"12.16"	"False"	"0"	"0"	"524"	"0"	"10"	"489"	"25"	"0"	"0"	"0"	"0"
"坦桑尼亚"	"非洲"	"12.16"	"False"	"0"	"0"	"509"	"0"	"21"	"183"	"305"	"0"	"0"	"0"	"0"
"不丹"	"亚洲"	"12.16"	"False"	"0"	"0"	"438"	"0"	"0"	"404"	"34"	"0"	"0"	"0"	"0"
"柬埔寨"	"亚洲"	"12.16"	"False"	"0"	"0"	"362"	"0"	"0"	"312"	"50"	"0"	"0"	"0"	"0"
"巴巴多斯"	"北美洲"	"12.16"	"False"	"1"	"0"	"297"	"0"	"7"	"273"	"17"	"1"	"0"	"1"	"0"
"圣卢西亚"	"北美洲"	"12.16"	"False"	"0"	"0"	"278"	"0"	"4"	"240"	"34"	"0"	"0"	"0"	"0"
"塞舌尔"	"非洲"	"12.16"	"False"	"0"	"0"	"187"	"0"	"0"	"182"	"5"	"0"	"0"	"0"	"0"
"文莱"	"亚洲"	"12.16"	"False"	"0"	"0"	"152"	"0"	"3"	"147"	"2"	"0"	"0"	"0"	"0"
"安提瓜和巴布达"	"北美洲"	"12.16"	"False"	"0"	"0"	"148"	"0"	"5"	"138"	"5"	"0"	"0"	"0"	"0"
"圣文森特和格林纳丁斯"	"北美洲"	"12.16"	"False"	"0"	"0"	"98"	"0"	"0"	"81"	"17"	"0"	"0"	"0"	"0"
"多米尼克"	"北美洲"	"12.16"	"False"	"0"	"0"	"88"	"0"	"0"	"83"	"5"	"0"	"0"	"0"	"0"
"格林纳达"	"北美洲"	"12.16"	"False"	"0"	"0"	"69"	"0"	"0"	"41"	"28"	"0"	"0"	"0"	"0"
"斐济"	"大洋洲"	"12.16"	"False"	"0"	"0"	"46"	"0"	"2"	"38"	"6"	"0"	"0"	"0"	"0"
"老挝"	"亚洲"	"12.16"	"False"	"0"	"0"	"41"	"0"	"0"	"34"	"7"	"0"	"0"	"0"	"0"
"马提尼克岛"	"北美洲"	"03.23"	"False"	"0"	"0"	"37"	"0"	"1"	"0"	"36"	"0"	"0"	"0"	"0"
"东帝汶"	"亚洲"	"12.16"	"False"	"0"	"0"	"31"	"0"	"0"	"30"	"1"	"0"	"0"	"0"	"0"
"圣基茨和尼维斯"	"北美洲"	"12.16"	"False"	"0"	"0"	"28"	"0"	"0"	"23"	"5"	"0"	"0"	"0"	"0"
"梵蒂冈"	"欧洲"	"12.16"	"False"	"0"	"0"	"27"	"0"	"0"	"15"	"12"	"0"	"0"	"0"	"0"
"所罗门群岛"	"大洋洲"	"12.16"	"False"	"0"	"0"	"17"	"0"	"0"	"5"	"12"	"0"	"0"	"0"	"0"
"马绍尔群岛"	"大洋洲"	"12.16"	"False"	"0"	"0"	"4"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"
"瓦努阿图"	"大洋洲"	"12.16"	"False"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"美国"	"北美洲"	"12.17"	"True"	"246996"	"0"	"17392618"	"0"	"314577"	"10170735"	"6907306"	"248839"	"82448"	"162882"	"3509"
"印度"	"亚洲"	"12.17"	"False"	"24010"	"0"	"9956557"	"0"	"144451"	"9489740"	"322366"	"24010"	"-9636"	"33291"	"355"
"巴西"	"南美洲"	"12.17"	"False"	"70574"	"0"	"7040608"	"0"	"183735"	"6239192"	"617681"	"70574"	"36929"	"32709"	"936"
"俄罗斯"	"欧洲"	"12.17"	"False"	"27787"	"0"	"2736727"	"0"	"48568"	"2181696"	"506463"	"27787"	"1359"	"25854"	"574"
"法国"	"欧洲"	"12.17"	"False"	"17788"	"0"	"2465246"	"0"	"59472"	"186004"	"2219770"	"17788"	"16274"	"1224"	"290"
"土耳其"	"亚洲"	"12.17"	"False"	"29718"	"0"	"1928165"	"0"	"17121"	"1691113"	"219931"	"29718"	"-444"	"29922"	"240"
"英国"	"欧洲"	"12.17"	"False"	"25321"	"0"	"1918768"	"0"	"65618"	"4111"	"1849039"	"25321"	"24694"	"15"	"612"
"意大利"	"欧洲"	"12.17"	"False"	"17568"	"0"	"1888144"	"0"	"66537"	"1175901"	"645706"	"17568"	"-17607"	"34495"	"680"
"西班牙"	"欧洲"	"12.17"	"True"	"11078"	"0"	"1782566"	"0"	"48596"	"196958"	"1537012"	"11078"	"10883"	"0"	"195"
"阿根廷"	"南美洲"	"12.17"	"False"	"6843"	"0"	"1517046"	"0"	"41365"	"1347914"	"127767"	"6843"	"3068"	"3614"	"161"
"哥伦比亚"	"南美洲"	"12.17"	"False"	"11953"	"0"	"1456599"	"0"	"39560"	"1336166"	"80873"	"11953"	"4013"	"7736"	"204"
