"name" "continent"	"date"	"isUpdated"	"confirmAdd"	"confirmAddCut"	"confirm"	"suspect"	"dead"	"heal"	"nowConfirm"	"confirmCompare"	"nowConfirmCompare"	"healCompare"	"deadCompare"
"孟加拉"	"亚洲"	"12.20"	"False"	"0"	"0"	"499560"	"0"	"7242"	"435601"	"56717"	"0"	"0"	"0"	"0"
"菲律宾"	"亚洲"	"12.20"	"False"	"0"	"0"	"458044"	"0"	"8911"	"421086"	"28047"	"0"	"0"	"0"	"0"
"巴基斯坦"	"亚洲"	"12.20"	"False"	"0"	"0"	"454673"	"0"	"9250"	"404501"	"40922"	"0"	"0"	"0"	"0"
"摩洛哥"	"非洲"	"12.20"	"False"	"2833"	"0"	"415226"	"0"	"6909"	"375623"	"32694"	"2833"	"-120"	"2898"	"55"
"瑞士"	"欧洲"	"12.20"	"False"	"0"	"0"	"403989"	"0"	"6602"	"311500"	"85887"	"0"	"-20"	"0"	"20"
"以色列"	"亚洲"	"12.20"	"False"	"2734"	"0"	"372886"	"0"	"3074"	"345590"	"24222"	"2734"	"1500"	"1217"	"17"
"葡萄牙"	"欧洲"	"12.20"	"False"	"3835"	"0"	"370787"	"0"	"6063"	"294814"	"69910"	"3835"	"3835"	"0"	"0"
"瑞典"	"欧洲"	"12.20"	"False"	"0"	"0"	"367120"	"0"	"7993"	"4917"	"354210"	"0"	"0"	"0"	"0"
"沙特阿拉伯"	"亚洲"	"12.20"	"False"	"0"	"0"	"360848"	"0"	"6112"	"351722"	"3014"	"0"	"0"	"0"	"0"
"奥地利"	"欧洲"	"12.20"	"False"	"0"	"0"	"337209"	"0"	"5209"	"300611"	"31389"	"0"	"0"	"0"	"0"
"匈牙利"	"欧洲"	"12.20"	"False"	"0"	"0"	"300022"	"0"	"7914"	"93323"	"198785"	"0"	"0"	"0"	"0"
"塞尔维亚"	"欧洲"	"12.20"	"False"	"0"	"0"	"296528"	"0"	"2632"	"15913"	"277983"	"0"	"0"	"0"	"0"
"约旦"	"亚洲"	"12.20"	"False"	"1283"	"0"	"272797"	"0"	"3545"	"239126"	"30126"	"1283"	"-1320"	"2576"	"27"
"尼泊尔"	"亚洲"	"12.20"	"False"	"0"	"0"	"253184"	"0"	"1777"	"242567"	"8840"	"0"	"0"	"0"	"0"
"格鲁吉亚"	"亚洲"	"12.20"	"False"	"0"	"0"	"206907"	"0"	"2055"	"175842"	"29010"	"0"	"0"	"0"	"0"
"巴拿马"	"北美洲"	"12.20"	"False"	"0"	"0"	"206310"	"0"	"3504"	"171745"	"31061"	"0"	"-1575"	"1575"	"0"
"厄瓜多尔"	"南美洲"	"12.20"	"False"	"917"	"0"	"205920"	"0"	"13948"	"177951"	"14021"	"917"	"911"	"0"	"6"
"阿塞拜疆"	"亚洲"	"12.20"	"False"	"0"	"0"	"199127"	"0"	"2175"	"135462"	"61490"	"0"	"0"	"0"	"0"
"日本本土"	"亚洲"	"12.20"	"False"	"0"	"0"	"196737"	"0"	"2747"	"163152"	"30838"	"0"	"0"	"0"	"0"
"克罗地亚"	"欧洲"	"12.20"	"False"	"0"	"0"	"192987"	"0"	"3101"	"169768"	"20118"	"0"	"0"	"0"	"0"
"阿联酋"	"亚洲"	"12.20"	"False"	"0"	"0"	"192404"	"0"	"634"	"168129"	"23641"	"0"	"0"	"0"	"0"
"保加利亚"	"欧洲"	"12.20"	"False"	"1002"	"0"	"191029"	"0"	"6551"	"98026"	"86452"	"1002"	"-457"	"1404"	"55"
"哈萨克斯坦"	"亚洲"	"12.20"	"False"	"0"	"0"	"190292"	"0"	"2617"	"162074"	"25601"	"0"	"0"	"0"	"0"
"白俄罗斯"	"欧洲"	"12.20"	"False"	"0"	"0"	"171579"	"0"	"1316"	"149353"	"20910"	"0"	"0"	"0"	"0"
"多米尼加"	"北美洲"	"12.20"	"False"	"1135"	"0"	"159064"	"0"	"2382"	"123284"	"33398"	"1135"	"1135"	"0"	"0"
"哥斯达黎加"	"北美洲"	"12.20"	"False"	"0"	"0"	"157472"	"0"	"1996"	"125488"	"29988"	"0"	"0"	"0"	"0"
"黎巴嫩"	"亚洲"	"12.20"	"False"	"1626"	"0"	"156570"	"0"	"1270"	"110535"	"44765"	"1626"	"-183"	"1798"	"11"
"亚美尼亚"	"亚洲"	"12.20"	"False"	"0"	"0"	"153173"	"0"	"2616"	"131931"	"18626"	"0"	"0"	"0"	"0"
"斯洛伐克"	"欧洲"	"12.20"	"False"	"0"	"0"	"149275"	"0"	"1510"	"106361"	"41404"	"0"	"0"	"0"	"0"
"玻利维亚"	"南美洲"	"12.20"	"False"	"0"	"0"	"149149"	"0"	"9033"	"127540"	"12576"	"0"	"0"	"0"	"0"
"科威特"	"亚洲"	"12.20"	"False"	"0"	"0"	"147775"	"0"	"918"	"143641"	"3216"	"0"	"0"	"0"	"0"
"卡塔尔"	"亚洲"	"12.20"	"False"	"0"	"0"	"141858"	"0"	"243"	"139521"	"2094"	"0"	"0"	"0"	"0"
"摩尔多瓦"	"欧洲"	"12.20"	"False"	"1218"	"0"	"134578"	"0"	"2727"	"117002"	"14849"	"1218"	"-199"	"1390"	"27"
"危地马拉"	"北美洲"	"12.20"	"False"	"533"	"0"	"132595"	"0"	"4624"	"120715"	"7256"	"533"	"533"	"0"	"0"
"丹麦"	"欧洲"	"12.20"	"False"	"0"	"0"	"132164"	"0"	"1019"	"90105"	"41040"	"0"	"0"	"0"	"0"
"希腊"	"欧洲"	"12.20"	"False"	"901"	"0"	"130485"	"0"	"4102"	"23074"	"103309"	"901"	"843"	"0"	"58"
"阿曼"	"亚洲"	"12.20"	"False"	"0"	"0"	"127019"	"0"	"1483"	"119009"	"6527"	"0"	"0"	"0"	"0"
"埃及"	"非洲"	"12.20"	"False"	"611"	"0"	"124891"	"0"	"7069"	"106481"	"11341"	"611"	"259"	"324"	"28"
"巴勒斯坦"	"亚洲"	"12.20"	"False"	"0"	"0"	"121216"	"0"	"1117"	"96461"	"23638"	"0"	"0"	"0"	"0"
"埃塞俄比亚"	"非洲"	"12.20"	"False"	"469"	"0"	"119494"	"0"	"1846"	"102153"	"15495"	"469"	"-828"	"1294"	"3"
"突尼斯"	"非洲"	"12.20"	"False"	"1569"	"0"	"119151"	"0"	"4126"	"87884"	"27141"	"1569"	"1533"	"0"	"36"
"洪都拉斯"	"北美洲"	"12.20"	"False"	"0"	"0"	"116212"	"0"	"3023"	"54002"	"59187"	"0"	"0"	"0"	"0"
"缅甸"	"亚洲"	"12.20"	"False"	"0"	"0"	"115187"	"0"	"2424"	"94118"	"18645"	"0"	"0"	"0"	"0"
"立陶宛"	"欧洲"	"12.20"	"False"	"0"	"0"	"109429"	"0"	"1005"	"50587"	"57837"	"0"	"0"	"0"	"0"
"委内瑞拉"	"南美洲"	"12.20"	"False"	"0"	"0"	"109395"	"0"	"979"	"103975"	"4441"	"0"	"0"	"0"	"0"
"波黑"	"欧洲"	"12.20"	"False"	"643"	"0"	"105524"	"0"	"3625"	"70620"	"31279"	"643"	"230"	"371"	"42"
"斯洛文尼亚"	"欧洲"	"12.20"	"False"	"31"	"0"	"105013"	"0"	"2314"	"82541"	"20158"	"31"	"31"	"0"	"0"
"巴拉圭"	"南美洲"	"12.20"	"False"	"861"	"0"	"99157"	"0"	"2072"	"70943"	"26142"	"861"	"-3"	"842"	"22"
"阿尔及利亚"	"非洲"	"12.20"	"False"	"410"	"0"	"94781"	"0"	"2659"	"62869"	"29253"	"410"	"16"	"382"	"12"
"肯尼亚"	"非洲"	"12.20"	"False"	"390"	"0"	"94151"	"0"	"1633"	"75559"	"16959"	"390"	"101"	"285"	"4"
"利比亚"	"非洲"	"12.20"	"False"	"0"	"0"	"93772"	"0"	"1346"	"63886"	"28540"	"0"	"0"	"0"	"0"
"马来西亚"	"亚洲"	"12.20"	"False"	"0"	"0"	"91969"	"0"	"433"	"76242"	"15294"	"0"	"0"	"0"	"0"
"巴林"	"亚洲"	"12.20"	"False"	"179"	"0"	"90062"	"0"	"349"	"88178"	"1535"	"179"	"4"	"175"	"0"
"吉尔吉斯斯坦"	"亚洲"	"12.20"	"False"	"0"	"0"	"78911"	"0"	"1328"	"72459"	"5124"	"0"	"0"	"0"	"0"
"爱尔兰"	"欧洲"	"12.20"	"False"	"522"	"0"	"78776"	"0"	"2154"	"23364"	"53258"	"522"	"517"	"0"	"5"
"北马其顿"	"欧洲"	"12.20"	"False"	"815"	"0"	"77949"	"0"	"2274"	"53345"	"22330"	"815"	"399"	"396"	"20"
"尼日利亚"	"非洲"	"12.20"	"False"	"920"	"0"	"77933"	"0"	"1218"	"67784"	"8931"	"920"	"614"	"300"	"6"
"乌兹别克斯坦"	"亚洲"	"12.20"	"False"	"0"	"0"	"75806"	"0"	"612"	"73099"	"2095"	"0"	"0"	"0"	"0"
"新加坡"	"亚洲"	"12.20"	"False"	"0"	"0"	"58403"	"0"	"29"	"58274"	"100"	"0"	"-9"	"9"	"0"
"加纳"	"非洲"	"12.20"	"False"	"0"	"0"	"53653"	"0"	"331"	"52331"	"991"	"0"	"0"	"0"	"0"
"阿尔巴尼亚"	"欧洲"	"12.20"	"False"	"538"	"0"	"52542"	"0"	"1074"	"27831"	"23637"	"538"	"125"	"405"	"8"
"阿富汗"	"亚洲"	"12.20"	"False"	"0"	"0"	"49681"	"0"	"2047"	"38613"	"9021"	"0"	"0"	"0"	"0"
"韩国"	"亚洲"	"12.20"	"False"	"0"	"0"	"48570"	"0"	"659"	"34334"	"13577"	"0"	"0"	"0"	"0"
"卢森堡"	"欧洲"	"12.20"	"False"	"0"	"0"	"43728"	"0"	"434"	"35237"	"8057"	"0"	"0"	"0"	"0"
"黑山"	"欧洲"	"12.20"	"False"	"319"	"0"	"43709"	"0"	"624"	"33788"	"9297"	"319"	"18"	"297"	"4"
"挪威"	"欧洲"	"12.20"	"False"	"166"	"0"	"43373"	"0"	"404"	"17998"	"24971"	"166"	"166"	"0"	"0"
"萨尔瓦多"	"北美洲"	"12.20"	"False"	"0"	"0"	"43195"	"0"	"1242"	"39016"	"2937"	"0"	"0"	"0"	"0"
"斯里兰卡"	"亚洲"	"12.20"	"False"	"618"	"0"	"36667"	"0"	"171"	"27552"	"8944"	"618"	"612"	"0"	"6"
"芬兰"	"欧洲"	"12.20"	"False"	"0"	"0"	"32853"	"0"	"489"	"22500"	"9864"	"0"	"0"	"0"	"0"
"乌干达"	"非洲"	"12.20"	"False"	"631"	"0"	"30702"	"0"	"230"	"10360"	"20112"	"631"	"522"	"109"	"0"
"拉脱维亚"	"欧洲"	"12.20"	"False"	"0"	"0"	"30297"	"0"	"427"	"20534"	"9336"	"0"	"0"	"0"	"0"
"澳大利亚"	"大洋洲"	"12.20"	"False"	"34"	"0"	"28162"	"0"	"908"	"25701"	"1553"	"34"	"34"	"0"	"0"
"喀麦隆"	"非洲"	"12.20"	"False"	"252"	"0"	"25724"	"0"	"445"	"23851"	"1428"	"252"	"252"	"0"	"0"
"苏丹"	"非洲"	"12.20"	"False"	"0"	"0"	"22621"	"0"	"1425"	"13024"	"8172"	"0"	"0"	"0"	"0"
"科特迪瓦"	"非洲"	"12.20"	"False"	"45"	"0"	"21890"	"0"	"133"	"21451"	"306"	"45"	"14"	"31"	"0"
"爱沙尼亚"	"欧洲"	"12.20"	"False"	"0"	"0"	"21219"	"0"	"170"	"13488"	"7561"	"0"	"0"	"0"	"0"
"赞比亚"	"非洲"	"12.20"	"False"	"45"	"0"	"18620"	"0"	"373"	"17756"	"491"	"45"	"18"	"27"	"0"
"纳米比亚"	"非洲"	"12.20"	"False"	"396"	"0"	"18437"	"0"	"171"	"15849"	"2417"	"396"	"171"	"223"	"2"
"塞内加尔"	"非洲"	"12.20"	"False"	"0"	"0"	"17670"	"0"	"361"	"16493"	"816"	"0"	"0"	"0"	"0"
"马达加斯加"	"非洲"	"12.20"	"False"	"0"	"0"	"17587"	"0"	"259"	"16992"	"336"	"0"	"0"	"0"	"0"
"莫桑比克"	"非洲"	"12.20"	"False"	"139"	"0"	"17477"	"0"	"147"	"15451"	"1879"	"139"	"52"	"86"	"1"
"塞浦路斯"	"亚洲"	"12.20"	"False"	"419"	"0"	"17476"	"0"	"89"	"2057"	"15330"	"419"	"417"	"0"	"2"
"安哥拉"	"非洲"	"12.20"	"False"	"64"	"0"	"16626"	"0"	"386"	"9518"	"6722"	"64"	"-111"	"173"	"2"
"刚果（金）"	"非洲"	"12.20"	"False"	"0"	"0"	"15397"	"0"	"369"	"13310"	"1718"	"0"	"0"	"0"	"0"
"几内亚"	"非洲"	"12.20"	"False"	"0"	"0"	"13532"	"0"	"80"	"12905"	"547"	"0"	"0"	"0"	"0"
"马尔代夫"	"亚洲"	"12.20"	"False"	"30"	"0"	"13474"	"0"	"48"	"12878"	"548"	"30"	"-12"	"42"	"0"
"博茨瓦纳"	"非洲"	"12.20"	"False"	"0"	"0"	"13014"	"0"	"38"	"10535"	"2441"	"0"	"0"	"0"	"0"
"塔吉克斯坦"	"亚洲"	"12.20"	"False"	"0"	"0"	"12923"	"0"	"89"	"12374"	"460"	"0"	"0"	"0"	"0"
"乌拉圭"	"南美洲"	"12.20"	"False"	"607"	"0"	"12557"	"0"	"114"	"8002"	"4441"	"607"	"299"	"303"	"5"
"毛里塔尼亚"	"非洲"	"12.20"	"False"	"232"	"0"	"12278"	"0"	"273"	"8545"	"3460"	"232"	"104"	"119"	"9"
"津巴布韦"	"非洲"	"12.20"	"False"	"104"	"0"	"12151"	"0"	"318"	"9984"	"1849"	"104"	"12"	"90"	"2"
"牙买加"	"北美洲"	"12.20"	"False"	"96"	"0"	"12135"	"0"	"285"	"8812"	"3038"	"96"	"96"	"0"	"0"
"马耳他"	"欧洲"	"12.20"	"False"	"0"	"0"	"11621"	"0"	"187"	"9881"	"1553"	"0"	"0"	"0"	"0"
"佛得角"	"非洲"	"12.20"	"False"	"41"	"0"	"11567"	"0"	"111"	"11215"	"241"	"41"	"-11"	"51"	"1"
"叙利亚"	"亚洲"	"12.20"	"False"	"122"	"0"	"10050"	"0"	"601"	"4737"	"4712"	"122"	"61"	"51"	"10"
"古巴"	"北美洲"	"12.20"	"False"	"131"	"0"	"10024"	"0"	"137"	"8976"	"911"	"131"	"67"	"64"	"0"
"伯利兹"	"北美洲"	"12.20"	"False"	"0"	"0"	"9791"	"0"	"213"	"4779"	"4799"	"0"	"0"	"0"	"0"
"海地"	"北美洲"	"12.20"	"False"	"26"	"0"	"9674"	"0"	"234"	"8336"	"1104"	"26"	"11"	"15"	"0"
"加蓬"	"非洲"	"12.20"	"False"	"0"	"0"	"9400"	"0"	"64"	"9254"	"82"	"0"	"0"	"0"	"0"
"巴哈马"	"北美洲"	"12.20"	"False"	"0"	"0"	"7733"	"0"	"164"	"6109"	"1460"	"0"	"0"	"0"	"0"
"安道尔"	"欧洲"	"12.20"	"False"	"41"	"0"	"7560"	"0"	"80"	"6963"	"517"	"41"	"-3"	"44"	"0"
"斯威士兰"	"非洲"	"12.20"	"False"	"103"	"0"	"7305"	"0"	"137"	"6662"	"506"	"103"	"64"	"38"	"1"
"卢旺达"	"非洲"	"12.20"	"False"	"127"	"0"	"7232"	"0"	"59"	"6089"	"1084"	"127"	"125"	"0"	"2"
"特立尼达和多巴哥"	""	"12.20"	"False"	"19"	"0"	"6974"	"0"	"123"	"6426"	"425"	"19"	"-2"	"21"	"0"
"刚果（布）"	"非洲"	"12.20"	"False"	"0"	"0"	"6200"	"0"	"100"	"4988"	"1112"	"0"	"0"	"0"	"0"
"马里"	"非洲"	"12.20"	"False"	"44"	"0"	"6164"	"0"	"220"	"3794"	"2150"	"44"	"16"	"23"	"5"
"马拉维"	"非洲"	"12.20"	"False"	"5"	"0"	"6153"	"0"	"187"	"5662"	"304"	"5"	"5"	"0"	"0"
"圭亚那"	"南美洲"	"12.20"	"False"	"29"	"0"	"6105"	"0"	"159"	"5305"	"641"	"29"	"12"	"17"	"0"
"尼加拉瓜"	"北美洲"	"12.20"	"False"	"0"	"0"	"5938"	"0"	"163"	"4225"	"1550"	"0"	"0"	"0"	"0"
"吉布提"	"非洲"	"12.20"	"False"	"1"	"0"	"5781"	"0"	"61"	"5649"	"71"	"1"	"-7"	"8"	"0"
"冰岛"	"欧洲"	"12.20"	"False"	"0"	"0"	"5621"	"0"	"28"	"5467"	"126"	"0"	"0"	"0"	"0"
"苏里南"	"南美洲"	"12.20"	"False"	"0"	"0"	"5459"	"0"	"117"	"5249"	"93"	"0"	"0"	"0"	"0"
"赤道几内亚"	"非洲"	"12.20"	"False"	"0"	"0"	"5214"	"0"	"85"	"5064"	"65"	"0"	"0"	"0"	"0"
"布基纳法索"	"非洲"	"12.20"	"False"	"122"	"0"	"4954"	"0"	"74"	"3504"	"1376"	"122"	"21"	"101"	"0"
"中非共和国"	"非洲"	"12.20"	"False"	"0"	"0"	"4936"	"0"	"63"	"1924"	"2949"	"0"	"0"	"0"	"0"
"索马里"	"非洲"	"12.20"	"False"	"0"	"0"	"4662"	"0"	"124"	"3566"	"972"	"0"	"0"	"0"	"0"
"泰国"	"亚洲"	"12.20"	"False"	"0"	"0"	"4331"	"0"	"60"	"4024"	"247"	"0"	"0"	"0"	"0"
"冈比亚"	"非洲"	"12.20"	"False"	"0"	"0"	"3786"	"0"	"123"	"3654"	"9"	"0"	"0"	"0"	"0"
"多哥"	"非洲"	"12.20"	"False"	"46"	"0"	"3396"	"0"	"66"	"2974"	"356"	"46"	"5"	"41"	"0"
"贝宁"	"非洲"	"12.20"	"False"	"0"	"0"	"3152"	"0"	"44"	"2972"	"136"	"0"	"0"	"0"	"0"
"尼日尔"	"非洲"	"12.20"	"False"	"52"	"0"	"2612"	"0"	"86"	"1406"	"1120"	"52"	"22"	"29"	"1"
"莱索托"	"非洲"	"12.20"	"False"	"0"	"0"	"2546"	"0"	"48"	"1445"	"1053"	"0"	"0"	"0"	"0"
"塞拉利昂"	"非洲"	"12.20"	"False"	"11"	"0"	"2497"	"0"	"75"	"1854"	"568"	"11"	"11"	"0"	"0"
"几内亚比绍"	"非洲"	"12.20"	"False"	"0"	"0"	"2447"	"0"	"44"	"2378"	"25"	"0"	"0"	"0"	"0"
"新西兰"	"大洋洲"	"12.20"	"False"	"0"	"0"	"2110"	"0"	"25"	"2034"	"51"	"0"	"0"	"0"	"0"
"圣马力诺"	"欧洲"	"12.20"	"False"	"0"	"0"	"2107"	"0"	"55"	"1736"	"316"	"0"	"0"	"0"	"0"
"也门"	"亚洲"	"12.20"	"False"	"0"	"0"	"2087"	"0"	"606"	"1384"	"97"	"0"	"0"	"0"	"0"
"乍得"	"非洲"	"12.20"	"False"	"28"	"0"	"1867"	"0"	"102"	"1632"	"133"	"28"	"26"	"2"	"0"
"利比里亚"	"非洲"	"12.20"	"False"	"0"	"0"	"1779"	"0"	"83"	"1406"	"290"	"0"	"0"	"0"	"0"
"列支敦士登公国"	"欧洲"	"12.20"	"False"	"0"	"0"	"1711"	"0"	"25"	"1424"	"262"	"0"	"0"	"0"	"0"
"越南"	"亚洲"	"12.20"	"False"	"0"	"0"	"1411"	"0"	"35"	"1269"	"107"	"0"	"0"	"0"	"0"
"蒙古"	"亚洲"	"12.20"	"False"	"0"	"0"	"953"	"0"	"0"	"509"	"444"	"0"	"0"	"0"	"0"
"巴布亚新几内亚"	"大洋洲"	"12.20"	"False"	"0"	"0"	"760"	"0"	"8"	"601"	"151"	"0"	"0"	"0"	"0"
"厄立特里亚"	"非洲"	"12.20"	"False"	"13"	"0"	"754"	"0"	"0"	"580"	"174"	"13"	"5"	"8"	"0"
"布隆迪"	"非洲"	"12.20"	"False"	"0"	"0"	"751"	"0"	"1"	"640"	"110"	"0"	"0"	"0"	"0"
"摩纳哥"	"欧洲"	"12.20"	"False"	"8"	"0"	"723"	"0"	"3"	"616"	"104"	"8"	"8"	"0"	"0"
"钻石号邮轮"	"其他"	"12.20"	"False"	"0"	"0"	"712"	"0"	"13"	"699"	"0"	"0"	"0"	"0"	"0"
"科摩罗"	"非洲"	"12.20"	"False"	"0"	"0"	"643"	"0"	"7"	"610"	"26"	"0"	"0"	"0"	"0"
"毛里求斯"	"非洲"	"12.20"	"False"	"0"	"0"	"524"	"0"	"10"	"489"	"25"	"0"	"0"	"0"	"0"
"坦桑尼亚"	"非洲"	"12.20"	"False"	"0"	"0"	"509"	"0"	"21"	"183"	"305"	"0"	"0"	"0"	"0"
"不丹"	"亚洲"	"12.20"	"False"	"0"	"0"	"443"	"0"	"0"	"422"	"21"	"0"	"0"	"0"	"0"
"柬埔寨"	"亚洲"	"12.20"	"False"	"0"	"0"	"362"	"0"	"0"	"345"	"17"	"0"	"0"	"0"	"0"
"巴巴多斯"	"北美洲"	"12.20"	"False"	"0"	"0"	"307"	"0"	"7"	"280"	"20"	"0"	"0"	"0"	"0"
"圣卢西亚"	"北美洲"	"12.20"	"False"	"0"	"0"	"280"	"0"	"5"	"253"	"22"	"0"	"0"	"0"	"0"
"塞舌尔"	"非洲"	"12.20"	"False"	"0"	"0"	"202"	"0"	"0"	"184"	"18"	"0"	"0"	"0"	"0"
"安提瓜和巴布达"	"北美洲"	"12.20"	"False"	"0"	"0"	"152"	"0"	"5"	"141"	"6"	"0"	"0"	"0"	"0"
"文莱"	"亚洲"	"12.20"	"False"	"0"	"0"	"152"	"0"	"3"	"149"	"0"	"0"	"0"	"0"	"0"
"圣文森特和格林纳丁斯"	"北美洲"	"12.20"	"False"	"0"	"0"	"100"	"0"	"0"	"82"	"18"	"0"	"0"	"0"	"0"
"格林纳达"	"北美洲"	"12.20"	"False"	"0"	"0"	"94"	"0"	"0"	"41"	"53"	"0"	"0"	"0"	"0"
"多米尼克"	"北美洲"	"12.20"	"False"	"0"	"0"	"88"	"0"	"0"	"83"	"5"	"0"	"0"	"0"	"0"
"斐济"	"大洋洲"	"12.20"	"False"	"0"	"0"	"46"	"0"	"2"	"42"	"2"	"0"	"0"	"0"	"0"
"老挝"	"亚洲"	"12.20"	"False"	"0"	"0"	"41"	"0"	"0"	"36"	"5"	"0"	"0"	"0"	"0"
"马提尼克岛"	"北美洲"	"03.23"	"False"	"0"	"0"	"37"	"0"	"1"	"0"	"36"	"0"	"0"	"0"	"0"
"东帝汶"	"亚洲"	"12.20"	"False"	"0"	"0"	"31"	"0"	"0"	"35"	"-4"	"0"	"-5"	"5"	"0"
"圣基茨和尼维斯"	"北美洲"	"12.20"	"False"	"0"	"0"	"30"	"0"	"0"	"24"	"6"	"0"	"0"	"0"	"0"
"梵蒂冈"	"欧洲"	"12.20"	"False"	"0"	"0"	"27"	"0"	"0"	"15"	"12"	"0"	"0"	"0"	"0"
"所罗门群岛"	"大洋洲"	"12.20"	"False"	"0"	"0"	"17"	"0"	"0"	"5"	"12"	"0"	"0"	"0"	"0"
"马绍尔群岛"	"大洋洲"	"12.20"	"False"	"0"	"0"	"4"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"
"瓦努阿图"	"大洋洲"	"12.20"	"False"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"美国"	"北美洲"	"12.21"	"True"	"183223"	"0"	"18267579"	"0"	"324869"	"10622082"	"7320628"	"189811"	"111706"	"76637"	"1468"
"印度"	"亚洲"	"12.21"	"False"	"24337"	"0"	"10055560"	"0"	"145810"	"9606111"	"303639"	"24337"	"-1705"	"25709"	"333"
"巴西"	"南美洲"	"12.21"	"False"	"25445"	"0"	"7238600"	"0"	"186764"	"6409986"	"641850"	"25445"	"3989"	"21048"	"408"
"俄罗斯"	"欧洲"	"12.21"	"False"	"28917"	"0"	"2850042"	"0"	"50723"	"2273510"	"525809"	"28917"	"8752"	"19684"	"481"
"法国"	"欧洲"	"12.21"	"False"	"12619"	"0"	"2529756"	"0"	"60665"	"189638"	"2279453"	"12619"	"12254"	"235"	"130"
"英国"	"欧洲"	"12.21"	"False"	"36040"	"0"	"2046161"	"0"	"67503"	"4375"	"1974283"	"36040"	"35709"	"5"	"326"
"土耳其"	"亚洲"	"12.21"	"False"	"20316"	"0"	"2024601"	"0"	"18097"	"1800286"	"206218"	"20316"	"-1148"	"21218"	"246"
"意大利"	"欧洲"	"12.21"	"False"	"15102"	"0"	"1953185"	"0"	"68799"	"1261626"	"622760"	"15102"	"2594"	"12156"	"352"
"西班牙"	"欧洲"	"12.21"	"True"	"11815"	"0"	"1817448"	"0"	"48926"	"196958"	"1571564"	"0"	"0"	"0"	"0"
"阿根廷"	"南美洲"	"12.21"	"False"	"4116"	"0"	"1541285"	"0"	"41813"	"1368346"	"131126"	"4116"	"-1663"	"5729"	"50"
"德国"	"欧洲"	"12.21"	"False"	"13274"	"0"	"1523896"	"0"	"26427"	"1123725"	"373744"	"13274"	"-3550"	"16610"	"214"
"哥伦比亚"	"南美洲"	"12.21"	"False"	"11160"	"0"	"1507222"	"0"	"40475"	"1373332"	"93415"	"11160"	"164"	"10789"	"207"
"墨西哥"	"北美洲"	"12.21"	"False"	"6870"	"0"	"1320545"	"0"	"118202"	"978002"	"224341"	"6870"	"-343"	"6887"	"326"
"波兰"	"欧洲"	"12.21"	"False"	"4633"	"0"	"1207333"	"0"	"25474"	"946017"	"235842"	"4633"	"-3192"	"7748"	"77"
"伊朗"	"亚洲"	"12.21"	"False"	"6151"	"0"	"1164535"	"0"	"53816"	"894366"	"216353"	"6151"	"-3352"	"9312"	"191"
"乌克兰"	"欧洲"	"12.21"	"False"	"6978"	"0"	"998678"	"0"	"17293"	"608120"	"373265"	"6978"	"1759"	"5127"	"92"
"秘鲁"	"南美洲"	"12.21"	"False"	"0"	"0"	"995899"	"0"	"37034"	"932295"	"26570"	"0"	"-1885"	"1885"	"0"
"南非"	"非洲"	"12.21"	"False"	"9445"	"0"	"921922"	"0"	"24691"	"793914"	"103317"	"9445"	"3161"	"6132"	"152"
"荷兰"	"欧洲"	"12.21"	"False"	"40"	"0"	"700322"	"0"	"10578"	"8589"	"681155"	"40"	"-32"	"72"	"0"
"印度尼西亚"	"亚洲"	"12.21"	"False"	"6848"	"0"	"671778"	"0"	"20085"	"546884"	"104809"	"6848"	"1570"	"5073"	"205"
"捷克"	"欧洲"	"12.21"	"False"	"3383"	"0"	"627523"	"0"	"10411"	"534686"	"82426"	"3383"	"1924"	"1379"	"80"
"比利时"	"欧洲"	"12.21"	"False"	"2170"	"0"	"625930"	"0"	"18626"	"33687"	"573617"	"2170"	"2089"	"0"	"81"
"罗马尼亚"	"欧洲"	"12.21"	"False"	"2489"	"0"	"593783"	"0"	"14481"	"501896"	"77406"	"2489"	"-717"	"3119"	"87"
"智利"	"南美洲"	"12.21"	"False"	"0"	"0"	"585546"	"0"	"16154"	"555956"	"13436"	"0"	"0"	"0"	"0"
"伊拉克"	"亚洲"	"12.21"	"False"	"1200"	"0"	"585345"	"0"	"12710"	"522637"	"49998"	"1200"	"-481"	"1668"	"13"
"加拿大"	"北美洲"	"12.21"	"False"	"5288"	"0"	"511748"	"0"	"14245"	"422175"	"75328"	"5288"	"421"	"4807"	"60"
"孟加拉"	"亚洲"	"12.21"	"False"	"1470"	"0"	"502183"	"0"	"7312"	"439694"	"55177"	"1470"	"-729"	"2167"	"32"
"菲律宾"	"亚洲"	"12.21"	"False"	"1716"	"0"	"461505"	"0"	"8957"	"429207"	"23341"	"1716"	"1633"	"73"	"10"
"巴基斯坦"	"亚洲"	"12.21"	"False"	"1680"	"0"	"458968"	"0"	"9392"	"409085"	"40491"	"1680"	"-62"	"1680"	"62"
"摩洛哥"	"非洲"	"12.21"	"False"	"1899"	"0"	"417125"	"0"	"6957"	"378154"	"32014"	"1899"	"-680"	"2531"	"48"
"瑞士"	"欧洲"	"12.21"	"False"	"10002"	"0"	"413991"	"0"	"6722"	"311500"	"95769"	"10002"	"9898"	"0"	"104"
